NF;Status;Cliente;CNPJ;Cidade;UF;RC;Coordenador;Transportadora;Analista;Data_Faturamento;Data_Agendada;SLA_Dias;Tempo_Parado_Dias;Observacoes
958914;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0001;Marcos;Rodonaves;Bruno;25/04/2026;29/04/2026;4;1;Registro fictício para testes
700896;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0037;Ana;Tegma;Amanda;30/03/2026;08/04/2026;9;7;Registro fictício para testes
245251;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0041;Ana;Patrus;Amanda;06/05/2026;20/05/2026;14;2;Registro fictício para testes
755119;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0025;Marcos;Patrus;Bruno;11/05/2026;25/05/2026;14;8;Registro fictício para testes
871660;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0042;Marcos;Braspress;Pedro;26/02/2026;07/03/2026;9;9;Registro fictício para testes
229794;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0006;Marcos;Rodonaves;Gabriel;12/03/2026;24/03/2026;12;9;Registro fictício para testes
298595;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0033;Marcos;JSL;Gabriel;11/03/2026;21/03/2026;10;2;Registro fictício para testes
315802;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0046;Ricardo;Patrus;Pedro;17/04/2026;01/05/2026;14;8;Registro fictício para testes
717499;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0032;Marcos;Tegma;Amanda;11/04/2026;19/04/2026;8;2;Registro fictício para testes
653545;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0025;Ana;JSL;Pedro;19/05/2026;03/06/2026;15;1;Registro fictício para testes
251030;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0017;Marcos;Braspress;Bruno;01/05/2026;07/05/2026;6;6;Registro fictício para testes
441092;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0002;Ricardo;JSL;Bruno;15/05/2026;26/05/2026;11;6;Registro fictício para testes
532876;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0017;Ana;JSL;Pedro;12/04/2026;16/04/2026;4;3;Registro fictício para testes
347978;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0033;Ricardo;Patrus;Pedro;07/03/2026;18/03/2026;11;4;Registro fictício para testes
679989;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0005;Ana;JSL;Amanda;12/04/2026;21/04/2026;9;10;Registro fictício para testes
680990;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0016;Ricardo;Braspress;Bruno;20/05/2026;26/05/2026;6;9;Registro fictício para testes
